date,NDWI,Turbidity,Chlorophyll,SPM,Transparency
2024-06-29,0.26191090055142446,1.76056015864991,9.337869611031428,9.134707845852569,0.06223190906680765
2024-05-20,0.1537438927928445,1.7878566044386344,11.428399770161345,9.514058451429202,0.11625120284299348
2024-04-30,0.0951992465585206,1.7963237411469355,13.007279132386957,9.63172994106767,0.12737259656591038
2024-04-20,0.15457318382637025,1.7825610517132613,11.54733801357924,9.440463846886866,0.106209583978652
2024-04-15,0.13411801779693372,1.7886547821762981,12.050084135953274,9.525151075373158,0.11337391832803571
2024-04-10,0.13948811435986935,1.7901375598327651,12.005516692255751,9.54575788280413,0.11518951295343559
2024-03-31,0.13826049196742715,1.7791578895246416,11.771956888337494,9.393168618521855,0.09231112201300438
2024-03-26,0.20306847797435423,1.7695187376011257,10.244109808203728,9.259209122559282,0.08693878073799266
2024-03-16,0.2271481185736968,1.7628408325484648,9.928494418490079,9.166403365160779,0.06797924733606289
2024-03-11,0.20581219544657675,1.764702455945641,10.40602730574045,9.192275156988194,0.0645034694905047
2024-03-06,0.39577439619719557,1.752264296814618,7.20288201526737,9.019416637782665,0.05162567949366661
2024-03-01,0.1355629626404689,1.7660974926082553,12.017345431023315,9.211662589581445,0.06303796036925197
2024-02-25,0.3791415925043604,1.7523877074464054,7.435489753763418,9.02113172912692,0.05180487983603131
2024-02-20,0.18001403515698325,1.8036005317460317,10.44091329753409,9.732858671957672,0.17728444444444447
2024-02-15,0.2989288872106254,1.7574886893145445,8.57216348296354,9.092022297653457,0.05498162761250425
2024-02-10,0.23305518514868664,1.7582919840171212,9.815535752061969,9.10318603428923,0.05322702160952211
2024-02-05,0.5874030208091854,1.7450159443898037,4.73528894936768,8.918683124596736,0.03873060551738622
2024-01-31,0.28157500466847446,1.7636896002662057,8.66441457903517,9.178199060109922,0.07733332906586698
2024-01-26,0.4484390147345658,1.751470662247551,6.772896723948882,9.008387152260758,0.04378104232994579
2024-01-21,0.44755668918736824,1.7503276129048275,6.510799943355133,8.992501697292568,0.04126544801957915
2024-01-16,0.5216448197944266,1.7482030138783005,5.540847327526358,8.962975218513746,0.040535366866328276
2024-01-11,0.6871446118549646,1.7442171876848838,3.8767742247822796,8.907582454492461,0.03359095098098408
2024-01-06,0.42226868235374926,1.7501538363725413,6.77943878853489,8.990086649074787,0.044165471612781
2024-01-01,0.3905709230997211,1.7517255896887522,7.406480511274798,9.011929990033389,0.04152131455230888
2023-12-17,0.6381781797198463,1.7456255021115252,4.319001182009374,8.92715441396018,0.04158666245552264
2023-12-12,0.2735679578225454,1.7547976530485834,9.323982383471904,9.05462379364956,0.04444631533592964
2023-12-07,0.021678253572601495,1.7517889092411671,18.35921904590062,9.01280996945416,0.047040090382241564
2023-12-02,0.3151673851702654,1.7529776006276163,8.577218340772639,9.02932973179917,0.046877997391729674
2023-11-27,0.27916937298730643,1.7556133503767941,9.095513202791809,9.065959894980018,0.05190969014534265
2023-11-17,0.5870892226558765,1.7446399016099179,4.742718635527034,8.913457094168654,0.0396975850937057
