date,NDWI,Turbidity,Chlorophyll,SPM,Transparency
2024-06-29,-0.3388274328734143,1.7870429601592326,39.50044713133171,9.502750882212856,0.10057161687327063
2024-05-20,-0.24790300916709987,1.7973475973406656,31.06279066062976,9.645958916888103,0.11649212515543987
2024-04-30,-0.24651438104529183,1.7952514062014502,27.860373245089086,9.616827234902194,0.10842635460430222
2024-04-20,-0.26670623416092587,1.7991351054295652,30.27272068107277,9.670800695969724,0.11350174002092328
2024-04-15,-0.3207966535526998,1.7953159170404636,36.089721926539035,9.617723770152017,0.10375711878643651
2024-04-10,-0.30981035089252607,1.794679483544453,34.88642594723193,9.60887897643826,0.10027442384788783
2024-03-31,-0.3417823819781704,1.7939765104414165,39.30269856891214,9.599109452801152,0.09998549052038196
2024-03-26,-0.22277625947201368,1.799107982758056,29.352740928962643,9.670423760381084,0.11945506802426394
2024-03-16,-0.25396503220248706,1.7879752644021298,33.0488467987275,9.515707520665474,0.0940881271886757
2024-03-11,-0.2535664804486536,1.7886094489883977,38.00542370391307,9.524521060300208,0.0924510877632671
2024-03-06,-0.24844606698539598,1.7866185418756297,36.332470514235375,9.49685255632281,0.0914328174580136
2024-03-01,-0.28439536932371307,1.7874747019392367,41.48689318719336,9.508750985924781,0.08919884605039673
2024-02-25,-0.25616477809637395,1.7858224336270003,34.464507782683256,9.485788692970074,0.09244565905372039
2024-02-20,,,,,
2024-02-15,-0.2844238777393133,1.782408985687952,35.728656553844374,9.438350519048061,0.08593171500946614
2024-02-10,-0.2557482948983846,1.7822303092662173,35.68682199468558,9.435867374930623,0.08596872538245279
2024-02-05,-0.217954179567544,1.7778035651105295,32.22990987088174,9.374346981792435,0.0820865254915222
2024-01-31,-0.11739361384711247,1.7859913354069197,22.57189978005164,9.488135994629445,0.10706314613475179
2024-01-26,-0.2803981353442231,1.7803093936263945,40.290629823860016,9.409171572961592,0.08071130140512246
2024-01-21,-0.2704448231220393,1.7787662944101155,38.73025703697227,9.387726450519928,0.0782262141271368
2024-01-16,-0.27414902111108425,1.7783463032787794,37.825202456161605,9.381889650694836,0.08020645406219817
2024-01-11,-0.2941410436505351,1.7779785847810223,40.77896542318803,9.376779306443899,0.07672046110242317
2024-01-06,-0.3047472561806285,1.7783937254031177,39.60976645813594,9.382548696627762,0.08050632983941279
2024-01-01,-0.2980159866818726,1.7777294429792896,41.72267113205239,9.373316874224875,0.07801401650980833
2023-12-17,-0.11818739649909012,1.7774257696017148,25.97318660855118,9.36909659292638,0.08727861826768778
2023-12-12,-0.2912378877877282,1.776441598436316,43.13512399909463,9.35541913724309,0.07729734291306978
2023-12-07,-0.3570564143964889,1.7801250240574131,40.94621921053386,9.406609308695309,0.09009327840130614
2023-12-02,-0.27936681483648773,1.7747557014903559,40.64861415356445,9.33198949250712,0.07749549000518932
2023-11-27,-0.31213323450980185,1.7790865438275776,41.05817563883718,9.392177096270423,0.08687946972216196
2023-11-17,-0.29205916372261287,1.77827510174364,40.569239575764456,9.380900131924374,0.08962083157892037
2023-10-18,-0.24849192144508814,1.7616265225230638,31.870934151513516,9.149527569423094,0.06941200107187574
2023-10-13,-0.3433403347152905,1.786781083330561,40.36401994667826,9.499111465773439,0.09768580036974779
2023-10-08,-0.2697833841087758,1.79463152102834,29.674678414839633,9.60821242044518,0.12145303193254924
2023-09-28,-0.26637732094171707,1.7921892444947123,30.549723178505367,9.574271038875263,0.1129938205719218
2023-09-08,-0.3205559758928554,1.794405533374958,36.5821167497755,9.605071771518583,0.1178299076542144
2023-08-29,-0.3075987527527152,1.7954536872870277,39.081147783795856,9.61963842332221,0.11253218170911987
2023-08-14,-0.28774507528643894,1.7761579164062982,38.534295517917506,9.351476684415776,0.08476103516585783
2023-08-09,-0.2757543822777433,1.7989438588031808,31.220142776783135,9.66814285823912,0.12675566599164284
2023-08-04,-0.3372717051519,1.789672229428833,43.27143595771645,9.53929098334429,0.10120159256953917
2023-07-30,,,,,
2023-07-20,-0.3008163997430281,1.7895101574655194,42.05153800416214,9.53703859862336,0.10280695093859964
2023-07-10,-0.301209570128813,1.7889682810583851,43.655749755755,9.529507905990853,0.1030964220175984
2023-07-05,-0.3312091234931097,1.7892770183010434,38.46986877808267,9.533798562029842,0.11507333375271453
2023-06-25,-0.3061962382940407,1.7897458996283995,36.16191989987771,9.540314810220282,0.10283860311496958
2023-06-20,-0.306380254245506,1.7888549848893993,41.386932369241414,9.527933379744928,0.10128507827729388
2023-06-10,-0.2933007581595992,1.794474987923316,33.441032480323656,9.606037011652178,0.11583738469906704
2023-05-26,0.09424574763878182,1.9743360978095261,12.431205695720527,12.10564525673751,0.6199507765317086
2023-05-11,-0.28231227005217735,1.7963093747998762,32.10177322708745,9.631530285680308,0.1303782694431382
2023-05-06,-0.34218182815936615,1.7947816215487307,58.35352188513993,9.610298432805408,0.10546196135392441
2023-05-01,-0.2187215173280071,1.7932653755204013,28.3283861889777,9.58922650082196,0.12786662140523927
