date,NDWI,Turbidity,Chlorophyll,SPM,Transparency
2024-05-20,0.15580431778289425,1.7879456654832044,11.28555118881366,9.515296171587073,0.11647916626151567
2024-04-30,0.09866279531925794,1.7966594443006223,12.765735385969245,9.636395354126527,0.12801082155715043
2024-04-15,0.1377381872633954,1.7888637729320684,11.79723977168198,9.528055511004675,0.11386864735790359
2024-04-10,0.14326594568231052,1.790279346072689,11.747515999374185,9.547728347984581,0.11554612729944098
2024-03-31,0.13996055434901725,1.77920534318949,11.614524205924516,9.393828102787387,0.09243845642893443
2024-03-26,0.2048717763224091,1.7695358891924375,10.15947018966385,9.259447485700141,0.08702740018215561
2024-03-16,0.22894619556159873,1.7628360111982253,9.781996255067956,9.166336360754814,0.0679974856455845
2024-03-11,0.20749432084870445,1.7646797143431125,10.248258949774844,9.191959107024799,0.06450986915587649
2024-03-06,0.39801903331098093,1.7522341579559724,7.03873191601478,9.018997784926505,0.05161179799935049
2024-03-01,0.13703158371201657,1.7661044890261794,11.875615573015445,9.211759821850931,0.0630810295831366
2024-02-25,0.3813175971779042,1.7523886381499747,7.278456902896896,9.021144663519975,0.051829798568714
2024-02-15,0.3008544079505579,1.7574776585490313,8.436070111641111,9.091868998296764,0.054987186101037394
2024-02-10,0.2348623083347287,1.7582849992989007,9.682382553746333,9.103088964615338,0.053245743659474466
2024-02-05,0.5900472621350185,1.7449901406506068,4.5441859991125915,8.918324518785239,0.038700694687146694
2024-01-31,0.28285509153059435,1.763664817009269,8.610519702390357,9.177854636385227,0.07726130285511805
2024-01-26,0.4509376359034743,1.7514440264009308,6.5844096859009,9.008016982289918,0.04376889768748005
2024-01-21,0.44992387932148775,1.7503157541395682,6.336180934220025,8.992336890862587,0.04125679295780503
2024-01-16,0.5242293021024241,1.7481852295837372,5.346725118138234,8.962728062420103,0.04052412174818112
2024-01-11,0.6893615557624784,1.7442089761064032,3.6803276702601626,8.907468334607008,0.0336051942791315
2024-01-06,0.4243339024763498,1.7501413829400454,6.615226453070814,8.989913578295042,0.04416468191596834
2024-01-01,0.39257714875124117,1.7517110083110872,7.2123953790217294,9.011727346272073,0.0415116088247286
2023-12-12,0.27541779313625736,1.7547870449149872,9.159450120839484,9.054476367792883,0.044439221759659635
2023-11-27,0.2813239413210983,1.7556124381343667,8.936285407594605,9.0659472171493,0.05189366290486716
2023-11-17,0.589150159134824,1.7446221844073453,4.559505060969027,8.913210870481441,0.03968385617315537
2023-10-18,0.27791165320622435,1.7533839248428706,8.747100447038534,9.034976596534223,0.06145465117780567
2023-10-13,0.2868127085847057,1.7589030413192746,8.952295001871743,9.111678163975672,0.06671392301995298
2023-10-08,-0.38010244482583827,1.7613645693261046,39.24534524679053,9.145887091660217,0.06896370772011363
2023-09-28,0.17050862833746783,1.7701666623277634,10.902150641551929,9.268213614914112,0.09160114734670076
2023-08-04,0.17873930632407672,1.7812019977998914,10.656642931021452,9.421576482244811,0.10200802915010264
2023-07-20,0.1651320621439908,1.7868829179194368,11.214763741562805,9.500526705444466,0.11512666878733113
2023-07-10,0.18296779516790768,1.7833265067119632,10.750457241233311,9.45110170866359,0.10790937553965466
2023-06-20,0.1847510882155521,1.7818053687128064,10.682957478993142,9.429961790829374,0.1061824202741083
2023-06-10,0.11502144516252308,1.7687270050903217,12.300488712939567,9.248206070742416,0.08242171876467848
